,Tid,Kanal A
37,0.50726548,3.313238
38,0.52061615,3.218812
39,0.53396683,3.124077
40,0.5473175,3.029343
41,0.56066817,3.502707
42,0.57401884,4.165539
43,0.58736951,3.502707
44,0.60072019,2.934609
45,0.61407086,4.070805
46,0.62742153,3.029343
47,0.6407722,3.881336
48,0.65412287,2.934609
49,0.66747354,4.070805
50,0.68082422,3.313238
51,0.69417489,2.934609
52,0.70752556,3.881336
53,0.72087623,3.97607
54,0.7342269,3.407972
55,0.74757758,2.745448
56,0.76092825,3.029343
57,0.77427892,3.407972
58,0.78762959,3.881336
59,0.80098026,3.97607
60,0.81433094,3.786602
61,0.82768161,3.597441
62,0.84103228,3.218812
63,0.85438295,2.839875
64,0.86773362,2.839875
65,0.88108429,2.839875
66,0.89443497,3.218812
